"CD","NM","GUBUN","FIRST_1Y","FIRST_1Y_MOL","FIRST_1Y_DEN","FIRST_3Y","FIRST_3Y_MOL","FIRST_3Y_DEN","FIRST_5Y","FIRST_5Y_MOL","FIRST_5Y_DEN","SECOND_1Y","SECOND_1Y_MOL","SECOND_1Y_DEN","SECOND_3Y","SECOND_3Y_MOL","SECOND_3Y_DEN","SECOND_5Y","SECOND_5Y_MOL","SECOND_5Y_DEN","THIRD_1Y","THIRD_1Y_MOL","THIRD_1Y_DEN","THIRD_3Y","THIRD_3Y_MOL","THIRD_3Y_DEN","THIRD_5Y","THIRD_5Y_MOL","THIRD_5Y_DEN"
"11305610","수유1동","dong","100","3","3","100","3","3","33.3","1","3","66.7","2","3","33.3","1","3","0","0","3","100","2","2","0","0","2","0","0","2"
"11305620","수유2동","dong","100","1","1","100","1","1","100","1","1","0","0","1","0","0","1","0","0","1","100","5","5","80","4","5","40","2","5"
"11305630","수유3동","dong","100","1","1","100","1","1","100","1","1","100","3","3","66.7","2","3","66.7","2","3","100","3","3","66.7","2","3","66.7","2","3"
"11305645","우이동","dong","100","1","1","0","0","1","0","0","1","100","1","1","0","0","1","0","0","1","100","4","4","100","4","4","50","2","4"
"11305660","인수동","dong","100","3","3","33.3","1","3","33.3","1","3","100","1","1","100","1","1","100","1","1","100","6","6","66.7","4","6","16.7","1","6"
"11320","도봉구","gu","81.8","18","22","45.5","10","22","27.3","6","22","95.7","22","23","56.5","13","23","39.1","9","23","94.4","34","36","66.7","24","36","52.8","19","36"
"11320511","창1동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1","100","1","1","0","0","1","0","0","1"
"11320512","창2동","dong","0","0","1","0","0","1","0","0","1","100","2","2","0","0","2","0","0","2","100","2","2","100","2","2","100","2","2"
"11320513","창3동","dong","100","1","1","0","0","1","0","0","1","100","3","3","66.7","2","3","66.7","2","3","66.7","2","3","66.7","2","3","66.7","2","3"
"11320514","창4동","dong","100","3","3","100","3","3","66.7","2","3","50","1","2","0","0","2","0","0","2","100","4","4","50","2","4","25","1","4"
"11320515","창5동","dong","100","2","2","0","0","2","0","0","2","100","2","2","100","2","2","100","2","2","0","0","1","0","0","1","0","0","1"
"11320521","도봉1동","dong","100","2","2","50","1","2","0","0","2","100","1","1","0","0","1","0","0","1","100","4","4","100","4","4","75","3","4"
"11320522","도봉2동","dong","33.3","1","3","33.3","1","3","33.3","1","3","100","2","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0"
"11320660","쌍문1동","dong","0","0","0","0","0","0","0","0","0","100","3","3","66.7","2","3","66.7","2","3","100","1","1","100","1","1","0","0","1"
"11320670","쌍문2동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","100","6","6","50","3","6","33.3","2","6"
"11320680","쌍문3동","dong","100","1","1","0","0","1","0","0","1","100","2","2","100","2","2","50","1","2","100","4","4","75","3","4","75","3","4"
"11320681","쌍문4동","dong","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","100","2","2","100","2","2","50","1","2"
"11320690","방학1동","dong","80","4","5","80","4","5","40","2","5","100","2","2","100","2","2","0","0","2","100","3","3","100","3","3","100","3","3"
"11320700","방학2동","dong","0","0","0","0","0","0","0","0","0","100","3","3","66.7","2","3","66.7","2","3","100","2","2","50","1","2","50","1","2"
"11320710","방학3동","dong","100","2","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","100","3","3","33.3","1","3","33.3","1","3"
"11350","노원구","gu","88.9","40","45","48.9","22","45","31.1","14","45","80","28","35","54.3","19","35","45.7","16","35","91.4","53","58","55.2","32","58","36.2","21","58"
"11350560","월계1동","dong","100","7","7","42.9","3","7","14.3","1","7","100","1","1","100","1","1","100","1","1","100","4","4","75","3","4","25","1","4"
"11350570","월계2동","dong","0","0","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1","100","2","2","100","2","2","100","2","2"
"11350580","월계3동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1","100","2","2","100","2","2","50","1","2"
"11350595","공릉1동","dong","100","10","10","60","6","10","50","5","10","100","4","4","75","3","4","75","3","4","80","8","10","30","3","10","20","2","10"
"11350600","공릉2동","dong","100","4","4","75","3","4","50","2","4","75","3","4","50","2","4","50","2","4","100","9","9","55.6","5","9","22.2","2","9"
"11350611","하계1동","dong","50","1","2","50","1","2","50","1","2","100","1","1","100","1","1","0","0","1","100","6","6","83.3","5","6","66.7","4","6"
"11350612","하계2동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11350619","중계본동","dong","100","1","1","0","0","1","0","0","1","100","3","3","66.7","2","3","66.7","2","3","50","1","2","0","0","2","0","0","2"
"11350621","중계1동","dong","66.7","2","3","33.3","1","3","33.3","1","3","66.7","2","3","33.3","1","3","33.3","1","3","100","3","3","66.7","2","3","0","0","3"
"11350624","중계4동","dong","50","1","2","50","1","2","50","1","2","100","1","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1"
"11350625","중계2.3동","dong","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11350630","상계1동","dong","100","2","2","50","1","2","0","0","2","100","2","2","50","1","2","50","1","2","66.7","2","3","66.7","2","3","66.7","2","3"
"11350640","상계2동","dong","66.7","2","3","33.3","1","3","33.3","1","3","66.7","2","3","66.7","2","3","33.3","1","3","100","2","2","0","0","2","0","0","2"
"11350665","상계3.4동","dong","100","1","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0"
"11350670","상계5동","dong","100","1","1","0","0","1","0","0","1","66.7","2","3","66.7","2","3","66.7","2","3","100","3","3","33.3","1","3","33.3","1","3"
"11350695","상계6.7동","dong","100","4","4","50","2","4","25","1","4","50","2","4","0","0","4","0","0","4","83.3","5","6","33.3","2","6","33.3","2","6"
"11350700","상계8동","dong","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11350710","상계9동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","2","100","2","2","50","1","2"
"11350720","상계10동","dong","100","2","2","50","1","2","0","0","2","0","0","1","0","0","1","0","0","1","100","3","3","66.7","2","3","66.7","2","3"
"11380","은평구","gu","92.7","38","41","68.3","28","41","34.1","14","41","83.3","30","36","55.6","20","36","47.2","17","36","90","54","60","63.3","38","60","43.3","26","60"
"11380510","녹번동","dong","100","2","2","100","2","2","50","1","2","50","1","2","50","1","2","50","1","2","100","2","2","50","1","2","0","0","2"
"11380520","불광1동","dong","100","1","1","100","1","1","0","0","1","100","1","1","100","1","1","0","0","1","100","4","4","75","3","4","75","3","4"
"11380530","불광2동","dong","66.7","2","3","66.7","2","3","33.3","1","3","100","4","4","50","2","4","50","2","4","100","6","6","66.7","4","6","33.3","2","6"
"11380551","갈현1동","dong","100","1","1","0","0","1","0","0","1","80","4","5","60","3","5","60","3","5","75","3","4","25","1","4","25","1","4"
"11380552","갈현2동","dong","100","6","6","83.3","5","6","33.3","2","6","100","3","3","66.7","2","3","66.7","2","3","71.4","5","7","57.1","4","7","57.1","4","7"
"11380560","구산동","dong","100","1","1","0","0","1","0","0","1","80","4","5","60","3","5","60","3","5","100","5","5","60","3","5","40","2","5"
"11380570","대조동","dong","100","4","4","75","3","4","50","2","4","50","2","4","25","1","4","0","0","4","100","8","8","87.5","7","8","62.5","5","8"
"11380580","응암1동","dong","0","0","0","0","0","0","0","0","0","100","4","4","100","4","4","75","3","4","66.7","2","3","33.3","1","3","0","0","3"
"11380590","응암2동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11380600","응암3동","dong","75","3","4","50","2","4","25","1","4","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1"
"11380625","역촌동","dong","100","6","6","66.7","4","6","50","3","6","100","3","3","33.3","1","3","33.3","1","3","100","6","6","50","3","6","33.3","2","6"
"11380631","신사1동","dong","100","2","2","50","1","2","0","0","2","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","50","1","2"
"11380632","신사2동","dong","100","2","2","100","2","2","100","2","2","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11380640","증산동","dong","75","3","4","75","3","4","25","1","4","50","1","2","0","0","2","0","0","2","75","3","4","75","3","4","50","2","4"
"11380650","수색동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11380690","진관동","dong","100","5","5","60","3","5","20","1","5","100","1","1","100","1","1","100","1","1","87.5","7","8","75","6","8","37.5","3","8"
"11410","서대문구","gu","76","19","25","56","14","25","36","9","25","83.8","31","37","64.9","24","37","37.8","14","37","79.4","54","68","55.9","38","68","44.1","30","68"
"11410520","천연동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","0","0","2","100","3","3","66.7","2","3","66.7","2","3"
"11410555","북아현동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11410565","충현동","dong","75","3","4","75","3","4","75","3","4","100","2","2","50","1","2","50","1","2","100","2","2","100","2","2","100","2","2"
"11410585","신촌동","dong","60","3","5","40","2","5","20","1","5","72.7","8","11","63.6","7","11","27.3","3","11","81.5","22","27","48.1","13","27","33.3","9","27"
"11410615","연희동","dong","66.7","2","3","0","0","3","0","0","3","50","2","4","50","2","4","25","1","4","80","4","5","80","4","5","60","3","5"
"11410620","홍제1동","dong","100","2","2","50","1","2","0","0","2","100","4","4","75","3","4","25","1","4","0","0","2","0","0","2","0","0","2"
"11410640","홍제3동","dong","100","1","1","100","1","1","0","0","1","0","0","1","0","0","1","0","0","1","75","3","4","50","2","4","50","2","4"
"11410655","홍제2동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1"
"11410660","홍은1동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","3","3","66.7","2","3","33.3","1","3"
"11410685","홍은2동","dong","100","3","3","100","3","3","66.7","2","3","100","4","4","50","2","4","50","2","4","75","3","4","50","2","4","50","2","4"
"11410690","남가좌1동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","3","5","40","2","5","40","2","5"
"11410700","남가좌2동","dong","0","0","1","0","0","1","0","0","1","100","2","2","50","1","2","0","0","2","75","3","4","50","2","4","50","2","4"
"11410710","북가좌1동","dong","100","2","2","50","1","2","0","0","2","100","1","1","100","1","1","100","1","1","83.3","5","6","83.3","5","6","50","3","6"
"11410720","북가좌2동","dong","66.7","2","3","66.7","2","3","66.7","2","3","100","5","5","100","5","5","100","5","5","100","2","2","50","1","2","50","1","2"
"11440","마포구","gu","85.1","40","47","57.4","27","47","40.4","19","47","79.7","55","69","47.8","33","69","27.5","19","69","83.7","87","104","57.7","60","104","47.1","49","104"
"11440555","아현동","dong","100","3","3","66.7","2","3","0","0","3","100","2","2","50","1","2","50","1","2","83.3","5","6","50","3","6","50","3","6"
"11440565","공덕동","dong","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1","0","0","1","71.4","5","7","57.1","4","7","42.9","3","7"
"11440585","도화동","dong","100","1","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1","100","4","4","100","4","4","100","4","4"
"11440590","용강동","dong","0","0","0","0","0","0","0","0","0","66.7","2","3","33.3","1","3","33.3","1","3","85.7","6","7","85.7","6","7","85.7","6","7"
"11440600","대흥동","dong","100","4","4","75","3","4","75","3","4","80","4","5","60","3","5","40","2","5","81.8","9","11","54.5","6","11","45.5","5","11"
"11440610","염리동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11440630","신수동","dong","50","1","2","0","0","2","0","0","2","75","3","4","50","2","4","25","1","4","80","4","5","40","2","5","40","2","5"
"11440655","서강동","dong","66.7","4","6","66.7","4","6","50","3","6","100","5","5","40","2","5","20","1","5","80","8","10","40","4","10","20","2","10"
"11440660","서교동","dong","85.7","6","7","28.6","2","7","14.3","1","7","81.3","13","16","43.8","7","16","18.8","3","16","83.3","15","18","61.1","11","18","55.6","10","18"
"11440680","합정동","dong","60","3","5","60","3","5","40","2","5","60","3","5","40","2","5","40","2","5","100","3","3","33.3","1","3","0","0","3"
"11440690","망원1동","dong","100","1","1","100","1","1","100","1","1","75","3","4","25","1","4","25","1","4","100","4","4","50","2","4","50","2","4"
"11440700","망원2동","dong","100","2","2","50","1","2","50","1","2","80","4","5","60","3","5","20","1","5","75","3","4","50","2","4","25","1","4"
"11440710","연남동","dong","85.7","6","7","57.1","4","7","57.1","4","7","100","1","1","0","0","1","0","0","1","85.7","6","7","57.1","4","7","57.1","4","7"
"11440720","성산1동","dong","100","1","1","100","1","1","0","0","1","100","3","3","100","3","3","33.3","1","3","100","2","2","50","1","2","0","0","2"
"11440730","성산2동","dong","100","1","1","0","0","1","0","0","1","100","4","4","75","3","4","25","1","4","66.7","2","3","66.7","2","3","33.3","1","3"
"11440740","상암동","dong","100","6","6","83.3","5","6","50","3","6","60","6","10","40","4","10","30","3","10","84.6","11","13","61.5","8","13","46.2","6","13"
"11470","양천구","gu","77.8","35","45","48.9","22","45","33.3","15","45","74.5","38","51","45.1","23","51","39.2","20","51","89.8","44","49","59.2","29","49","36.7","18","49"
"11470510","목1동","dong","100","6","6","100","6","6","66.7","4","6","83.3","5","6","33.3","2","6","33.3","2","6","100","3","3","66.7","2","3","0","0","3"
"11470520","목2동","dong","100","1","1","100","1","1","100","1","1","80","4","5","60","3","5","60","3","5","100","1","1","100","1","1","0","0","1"
"11470530","목3동","dong","0","0","0","0","0","0","0","0","0","100","4","4","75","3","4","75","3","4","100","1","1","100","1","1","100","1","1"
"11470540","목4동","dong","100","2","2","0","0","2","0","0","2","0","0","2","0","0","2","0","0","2","100","3","3","100","3","3","100","3","3"
"11470550","목5동","dong","50","1","2","0","0","2","0","0","2","100","3","3","100","3","3","66.7","2","3","75","3","4","50","2","4","50","2","4"
"11470560","신월1동","dong","66.7","2","3","33.3","1","3","33.3","1","3","100","3","3","66.7","2","3","66.7","2","3","100","1","1","100","1","1","0","0","1"
"11470570","신월2동","dong","50","1","2","50","1","2","50","1","2","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11470580","신월3동","dong","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0"
"11470590","신월4동","dong","50","2","4","0","0","4","0","0","4","60","3","5","60","3","5","60","3","5","100","6","6","33.3","2","6","16.7","1","6"
"11470600","신월5동","dong","100","3","3","66.7","2","3","33.3","1","3","25","1","4","25","1","4","25","1","4","66.7","4","6","50","3","6","0","0","6"
"11470610","신월6동","dong","100","1","1","100","1","1","0","0","1","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"11470611","신월7동","dong","0","0","1","0","0","1","0","0","1","50","1","2","0","0","2","0","0","2","100","3","3","100","3","3","66.7","2","3"
"11470620","신정1동","dong","50","1","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","50","2","4","25","1","4","25","1","4"
"11470630","신정2동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","50","1","2","100","1","1","100","1","1","100","1","1"
"11470640","신정3동","dong","80","4","5","60","3","5","60","3","5","0","0","1","0","0","1","0","0","1","100","2","2","100","2","2","50","1","2"
"11470650","신정4동","dong","77.8","7","9","33.3","3","9","11.1","1","9","80","4","5","40","2","5","20","1","5","100","10","10","60","6","10","50","5","10"
"11470670","신정6동","dong","100","1","1","100","1","1","0","0","1","50","1","2","0","0","2","0","0","2","100","2","2","0","0","2","0","0","2"
"11470680","신정7동","dong","100","2","2","100","2","2","100","2","2","100","4","4","25","1","4","25","1","4","100","2","2","50","1","2","50","1","2"
"11500","강서구","gu","83.1","49","59","61","36","59","40.7","24","59","78.7","48","61","55.7","34","61","34.4","21","61","89.7","78","87","65.5","57","87","41.4","36","87"
"11500510","염창동","dong","100","3","3","100","3","3","100","3","3","100","2","2","50","1","2","50","1","2","75","3","4","25","1","4","0","0","4"
"11500520","등촌1동","dong","100","3","3","33.3","1","3","33.3","1","3","100","3","3","66.7","2","3","0","0","3","100","4","4","100","4","4","0","0","4"
"11500530","등촌2동","dong","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1","100","1","1","100","1","1","100","1","1"
"11500535","등촌3동","dong","66.7","2","3","66.7","2","3","33.3","1","3","33.3","1","3","33.3","1","3","33.3","1","3","100","4","4","25","1","4","25","1","4"
"11500540","화곡1동","dong","75","6","8","75","6","8","50","4","8","85.7","6","7","85.7","6","7","71.4","5","7","87.5","7","8","75","6","8","75","6","8"
"11500550","화곡2동","dong","100","2","2","50","1","2","0","0","2","100","2","2","50","1","2","50","1","2","100","4","4","75","3","4","75","3","4"
"11500560","화곡3동","dong","75","3","4","25","1","4","25","1","4","25","1","4","25","1","4","0","0","4","50","2","4","50","2","4","50","2","4"
"11500570","화곡4동","dong","100","2","2","100","2","2","100","2","2","100","3","3","100","3","3","66.7","2","3","100","3","3","100","3","3","66.7","2","3"
"11500590","화곡본동","dong","80","4","5","80","4","5","40","2","5","100","2","2","50","1","2","50","1","2","100","2","2","100","2","2","100","2","2"
"11500591","화곡6동","dong","100","2","2","50","1","2","0","0","2","100","3","3","100","3","3","100","3","3","100","5","5","100","5","5","100","5","5"
"11500593","화곡8동","dong","100","2","2","50","1","2","50","1","2","0","0","1","0","0","1","0","0","1","100","3","3","100","3","3","66.7","2","3"
"11500603","가양1동","dong","66.7","2","3","33.3","1","3","0","0","3","50","3","6","16.7","1","6","0","0","6","76.9","10","13","46.2","6","13","23.1","3","13"
"11500604","가양2동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1"
"11500605","가양3동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11500611","발산1동","dong","100","3","3","100","3","3","66.7","2","3","100","5","5","40","2","5","40","2","5","100","3","3","33.3","1","3","0","0","3"
"11500615","우장산동","dong","100","3","3","66.7","2","3","0","0","3","50","1","2","50","1","2","50","1","2","80","4","5","60","3","5","40","2","5"
"11500620","공항동","dong","50","3","6","50","3","6","50","3","6","100","5","5","80","4","5","20","1","5","85.7","6","7","85.7","6","7","28.6","2","7"
"11500630","방화1동","dong","100","3","3","33.3","1","3","33.3","1","3","77.8","7","9","55.6","5","9","33.3","3","9","100","9","9","55.6","5","9","22.2","2","9"
"11500640","방화2동","dong","75","3","4","50","2","4","50","2","4","100","2","2","50","1","2","0","0","2","100","2","2","50","1","2","0","0","2"
"11500641","방화3동","dong","100","2","2","50","1","2","0","0","2","100","1","1","0","0","1","0","0","1","100","5","5","60","3","5","60","3","5"
"11530","구로구","gu","73.7","28","38","55.3","21","38","44.7","17","38","80","36","45","46.7","21","45","35.6","16","45","79.4","50","63","42.9","27","63","31.7","20","63"
"11530510","신도림동","dong","100","1","1","100","1","1","100","1","1","66.7","2","3","33.3","1","3","33.3","1","3","50","1","2","0","0","2","0","0","2"
"11530520","구로1동","dong","0","0","0","0","0","0","0","0","0","100","2","2","0","0","2","0","0","2","100","2","2","100","2","2","100","2","2"
"11530530","구로2동","dong","0","0","1","0","0","1","0","0","1","70","7","10","60","6","10","50","5","10","100","8","8","87.5","7","8","62.5","5","8"
"11530540","구로3동","dong","71.4","5","7","28.6","2","7","28.6","2","7","72.7","8","11","36.4","4","11","27.3","3","11","71.4","10","14","42.9","6","14","35.7","5","14"
"11530550","구로4동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","50","1","2","100","3","3","33.3","1","3","33.3","1","3"
"11530560","구로5동","dong","50","4","8","50","4","8","37.5","3","8","100","1","1","0","0","1","0","0","1","71.4","5","7","28.6","2","7","14.3","1","7"
"11530595","가리봉동","dong","100","2","2","100","2","2","100","2","2","0","0","0","0","0","0","0","0","0","60","3","5","40","2","5","40","2","5"
"11530720","고척1동","dong","50","1","2","50","1","2","50","1","2","50","1","2","0","0","2","0","0","2","100","3","3","0","0","3","0","0","3"
"11530730","고척2동","dong","0","0","1","0","0","1","0","0","1","100","3","3","66.7","2","3","66.7","2","3","0","0","1","0","0","1","0","0","1"
"11530740","개봉1동","dong","100","2","2","100","2","2","100","2","2","100","1","1","0","0","1","0","0","1","75","3","4","50","2","4","25","1","4"
"11530750","개봉2동","dong","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11530760","개봉3동","dong","0","0","1","0","0","1","0","0","1","66.7","2","3","66.7","2","3","66.7","2","3","100","1","1","100","1","1","0","0","1"
"11530770","오류1동","dong","100","3","3","66.7","2","3","33.3","1","3","0","0","0","0","0","0","0","0","0","50","2","4","0","0","4","0","0","4"
"11530780","오류2동","dong","100","7","7","71.4","5","7","71.4","5","7","100","3","3","66.7","2","3","0","0","3","100","5","5","40","2","5","20","1","5"
"11530790","수궁동","dong","100","2","2","100","2","2","0","0","2","100","4","4","75","3","4","50","2","4","100","4","4","50","2","4","50","2","4"
"11545","금천구","gu","86.2","25","29","62.1","18","29","34.5","10","29","76.5","26","34","58.8","20","34","41.2","14","34","82.9","34","41","73.2","30","41","63.4","26","41"
"11545510","가산동","dong","80","8","10","50","5","10","20","2","10","100","10","10","70","7","10","40","4","10","100","10","10","90","9","10","90","9","10"
"11545610","독산1동","dong","75","3","4","50","2","4","50","2","4","100","4","4","75","3","4","50","2","4","80","4","5","80","4","5","80","4","5"
"11545620","독산2동","dong","100","2","2","50","1","2","0","0","2","100","2","2","100","2","2","50","1","2","0","0","0","0","0","0","0","0","0"
"11545630","독산3동","dong","100","3","3","100","3","3","100","3","3","50","3","6","50","3","6","50","3","6","50","2","4","25","1","4","25","1","4"
"11545640","독산4동","dong","100","2","2","50","1","2","0","0","2","0","0","0","0","0","0","0","0","0","66.7","2","3","66.7","2","3","33.3","1","3"
