"CD","NM","GUBUN","FIRST_1Y","FIRST_1Y_MOL","FIRST_1Y_DEN","FIRST_3Y","FIRST_3Y_MOL","FIRST_3Y_DEN","FIRST_5Y","FIRST_5Y_MOL","FIRST_5Y_DEN","SECOND_1Y","SECOND_1Y_MOL","SECOND_1Y_DEN","SECOND_3Y","SECOND_3Y_MOL","SECOND_3Y_DEN","SECOND_5Y","SECOND_5Y_MOL","SECOND_5Y_DEN","THIRD_1Y","THIRD_1Y_MOL","THIRD_1Y_DEN","THIRD_3Y","THIRD_3Y_MOL","THIRD_3Y_DEN","THIRD_5Y","THIRD_5Y_MOL","THIRD_5Y_DEN"
"11545670","시흥1동","dong","100","2","2","50","1","2","50","1","2","50","3","6","33.3","2","6","33.3","2","6","75","9","12","75","9","12","58.3","7","12"
"11545680","시흥2동","dong","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1"
"11545690","시흥3동","dong","100","2","2","100","2","2","50","1","2","0","0","0","0","0","0","0","0","0","100","2","2","100","2","2","50","1","2"
"11545700","시흥4동","dong","100","1","1","100","1","1","0","0","1","66.7","2","3","66.7","2","3","33.3","1","3","100","1","1","0","0","1","0","0","1"
"11545710","시흥5동","dong","50","1","2","50","1","2","50","1","2","66.7","2","3","33.3","1","3","33.3","1","3","100","3","3","66.7","2","3","66.7","2","3"
"11560","영등포구","gu","85","51","60","46.7","28","60","30","18","60","79.6","43","54","53.7","29","54","42.6","23","54","82.1","87","106","53.8","57","106","33","35","106"
"11560515","영등포본동","dong","100","2","2","50","1","2","50","1","2","0","0","0","0","0","0","0","0","0","100","5","5","60","3","5","20","1","5"
"11560535","영등포동","dong","80","4","5","20","1","5","20","1","5","100","8","8","75","6","8","50","4","8","73.3","11","15","60","9","15","33.3","5","15"
"11560540","여의동","dong","100","8","8","75","6","8","50","4","8","83.3","5","6","33.3","2","6","16.7","1","6","81","17","21","61.9","13","21","33.3","7","21"
"11560550","당산1동","dong","66.7","4","6","16.7","1","6","0","0","6","80","4","5","80","4","5","80","4","5","100","7","7","57.1","4","7","57.1","4","7"
"11560560","당산2동","dong","85.7","6","7","57.1","4","7","42.9","3","7","100","7","7","42.9","3","7","42.9","3","7","81.8","9","11","63.6","7","11","54.5","6","11"
"11560585","도림동","dong","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1"
"11560605","문래동","dong","100","4","4","100","4","4","75","3","4","66.7","2","3","66.7","2","3","66.7","2","3","57.1","4","7","57.1","4","7","28.6","2","7"
"11560610","양평1동","dong","75","3","4","25","1","4","0","0","4","33.3","1","3","33.3","1","3","33.3","1","3","100","5","5","40","2","5","0","0","5"
"11560620","양평2동","dong","100","3","3","66.7","2","3","33.3","1","3","77.8","7","9","55.6","5","9","22.2","2","9","62.5","5","8","50","4","8","25","2","8"
"11560630","신길1동","dong","100","2","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","100","5","5","20","1","5","0","0","5"
"11560650","신길3동","dong","100","2","2","100","2","2","0","0","2","100","2","2","100","2","2","100","2","2","100","1","1","0","0","1","0","0","1"
"11560660","신길4동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","4","4","75","3","4","75","3","4"
"11560670","신길5동","dong","33.3","1","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560680","신길6동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"11560690","신길7동","dong","50","2","4","0","0","4","0","0","4","66.7","2","3","66.7","2","3","66.7","2","3","66.7","2","3","0","0","3","0","0","3"
"11560700","대림1동","dong","100","2","2","0","0","2","0","0","2","50","1","2","0","0","2","0","0","2","87.5","7","8","37.5","3","8","25","2","8"
"11560710","대림2동","dong","100","3","3","33.3","1","3","33.3","1","3","66.7","2","3","33.3","1","3","33.3","1","3","100","2","2","100","2","2","100","2","2"
"11560720","대림3동","dong","100","3","3","100","3","3","100","3","3","66.7","2","3","33.3","1","3","33.3","1","3","100","2","2","50","1","2","0","0","2"
"11590","동작구","gu","79.5","35","44","47.7","21","44","36.4","16","44","91.9","34","37","64.9","24","37","51.4","19","37","84.4","54","64","54.7","35","64","43.8","28","64"
"11590510","노량진1동","dong","66.7","2","3","66.7","2","3","66.7","2","3","100","3","3","66.7","2","3","0","0","3","100","7","7","85.7","6","7","57.1","4","7"
"11590520","노량진2동","dong","100","2","2","100","2","2","50","1","2","100","3","3","33.3","1","3","33.3","1","3","100","2","2","50","1","2","50","1","2"
"11590530","상도1동","dong","66.7","4","6","33.3","2","6","33.3","2","6","100","5","5","40","2","5","40","2","5","80","4","5","40","2","5","40","2","5"
"11590540","상도2동","dong","100","2","2","100","2","2","100","2","2","75","3","4","75","3","4","50","2","4","87.5","7","8","37.5","3","8","37.5","3","8"
"11590550","상도3동","dong","66.7","2","3","33.3","1","3","33.3","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"11590560","상도4동","dong","50","1","2","0","0","2","0","0","2","75","3","4","50","2","4","50","2","4","100","3","3","66.7","2","3","66.7","2","3"
"11590605","흑석동","dong","80","4","5","40","2","5","40","2","5","0","0","0","0","0","0","0","0","0","50","3","6","33.3","2","6","16.7","1","6"
"11590620","사당1동","dong","60","3","5","40","2","5","20","1","5","100","3","3","100","3","3","100","3","3","83.3","5","6","50","3","6","50","3","6"
"11590630","사당2동","dong","80","4","5","40","2","5","20","1","5","100","3","3","66.7","2","3","66.7","2","3","100","5","5","80","4","5","40","2","5"
"11590640","사당3동","dong","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","100","5","5","60","3","5","60","3","5"
"11590650","사당4동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","50","1","2","66.7","2","3","66.7","2","3","66.7","2","3"
"11590651","사당5동","dong","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0"
"11590660","대방동","dong","100","2","2","50","1","2","50","1","2","100","5","5","100","5","5","80","4","5","83.3","5","6","50","3","6","33.3","2","6"
"11590670","신대방1동","dong","100","1","1","100","1","1","100","1","1","50","1","2","50","1","2","0","0","2","100","2","2","100","2","2","100","2","2"
"11590680","신대방2동","dong","100","6","6","50","3","6","16.7","1","6","100","2","2","50","1","2","50","1","2","80","4","5","40","2","5","20","1","5"
"11620","관악구","gu","85.7","42","49","63.3","31","49","36.7","18","49","92.2","47","51","68.6","35","51","47.1","24","51","89.5","77","86","69.8","60","86","51.2","44","86"
"11620525","보라매동","dong","100","2","2","100","2","2","50","1","2","75","3","4","50","2","4","50","2","4","0","0","0","0","0","0","0","0","0"
"11620545","청림동","dong","0","0","0","0","0","0","0","0","0","100","2","2","100","2","2","100","2","2","100","1","1","100","1","1","100","1","1"
"11620565","성현동","dong","100","1","1","100","1","1","100","1","1","100","2","2","100","2","2","100","2","2","100","2","2","100","2","2","0","0","2"
"11620575","행운동","dong","80","4","5","80","4","5","40","2","5","66.7","2","3","66.7","2","3","33.3","1","3","75","3","4","50","2","4","25","1","4"
"11620585","낙성대동","dong","100","2","2","50","1","2","0","0","2","0","0","0","0","0","0","0","0","0","100","5","5","80","4","5","60","3","5"
"11620595","청룡동","dong","100","3","3","66.7","2","3","66.7","2","3","85.7","6","7","85.7","6","7","42.9","3","7","100","5","5","100","5","5","80","4","5"
"11620605","은천동","dong","100","4","4","75","3","4","50","2","4","100","3","3","100","3","3","100","3","3","60","3","5","60","3","5","60","3","5"
"11620615","중앙동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1","0","0","1"
"11620625","인헌동","dong","80","4","5","60","3","5","40","2","5","66.7","2","3","33.3","1","3","0","0","3","100","5","5","60","3","5","20","1","5"
"11620630","남현동","dong","100","1","1","0","0","1","0","0","1","100","1","1","0","0","1","0","0","1","90","9","10","60","6","10","50","5","10"
"11620645","서원동","dong","80","4","5","60","3","5","40","2","5","100","5","5","80","4","5","20","1","5","100","3","3","100","3","3","100","3","3"
"11620655","신원동","dong","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1","0","0","1","0","0","1"
"11620665","서림동","dong","100","1","1","100","1","1","0","0","1","100","4","4","100","4","4","50","2","4","100","4","4","75","3","4","50","2","4"
"11620685","신사동","dong","100","4","4","75","3","4","75","3","4","100","2","2","100","2","2","50","1","2","80","4","5","80","4","5","60","3","5"
"11620695","신림동","dong","0","0","1","0","0","1","0","0","1","100","4","4","25","1","4","25","1","4","100","9","9","66.7","6","9","55.6","5","9"
"11620715","난향동","dong","100","1","1","100","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11620725","조원동","dong","0","0","1","0","0","1","0","0","1","100","4","4","25","1","4","25","1","4","100","3","3","100","3","3","100","3","3"
"11620735","대학동","dong","75","3","4","50","2","4","25","1","4","100","3","3","66.7","2","3","66.7","2","3","90.9","10","11","72.7","8","11","36.4","4","11"
"11620745","삼성동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","50","1","2"
"11620765","미성동","dong","83.3","5","6","50","3","6","16.7","1","6","100","1","1","0","0","1","0","0","1","80","4","5","80","4","5","60","3","5"
"11620775","난곡동","dong","100","2","2","50","1","2","0","0","2","100","1","1","100","1","1","100","1","1","80","4","5","40","2","5","40","2","5"
"11650","서초구","gu","84.5","60","71","53.5","38","71","38","27","71","76.3","45","59","50.8","30","59","35.6","21","59","81.3","87","107","59.8","64","107","37.4","40","107"
"11650510","서초1동","dong","100","4","4","50","2","4","50","2","4","100","3","3","66.7","2","3","66.7","2","3","66.7","2","3","66.7","2","3","66.7","2","3"
"11650520","서초2동","dong","80","4","5","20","1","5","20","1","5","66.7","4","6","50","3","6","50","3","6","60","6","10","40","4","10","40","4","10"
"11650530","서초3동","dong","91.7","11","12","75","9","12","50","6","12","50","2","4","25","1","4","25","1","4","85.7","12","14","50","7","14","35.7","5","14"
"11650531","서초4동","dong","66.7","4","6","33.3","2","6","33.3","2","6","100","4","4","75","3","4","75","3","4","83.3","5","6","33.3","2","6","16.7","1","6"
"11650540","잠원동","dong","50","1","2","50","1","2","50","1","2","50","2","4","25","1","4","25","1","4","100","8","8","62.5","5","8","12.5","1","8"
"11650550","반포본동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1"
"11650560","반포1동","dong","100","3","3","33.3","1","3","0","0","3","100","1","1","100","1","1","0","0","1","100","5","5","100","5","5","80","4","5"
"11650570","반포2동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","0","0","2","100","3","3","100","3","3","33.3","1","3"
"11650580","반포3동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11650581","반포4동","dong","85.7","6","7","57.1","4","7","42.9","3","7","100","9","9","77.8","7","9","55.6","5","9","100","8","8","87.5","7","8","37.5","3","8"
"11650590","방배본동","dong","100","5","5","60","3","5","40","2","5","50","2","4","0","0","4","0","0","4","100","3","3","66.7","2","3","33.3","1","3"
"11650600","방배1동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.7","2","3","66.7","2","3","66.7","2","3"
"11650610","방배2동","dong","100","2","2","50","1","2","50","1","2","100","3","3","66.7","2","3","33.3","1","3","88.9","8","9","66.7","6","9","44.4","4","9"
"11650620","방배3동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","1","2","50","1","2","50","1","2"
"11650621","방배4동","dong","33.3","1","3","33.3","1","3","33.3","1","3","66.7","2","3","0","0","3","0","0","3","50","2","4","50","2","4","25","1","4"
"11650651","양재1동","dong","80","8","10","60","6","10","30","3","10","60","6","10","50","5","10","20","2","10","71.4","10","14","50","7","14","35.7","5","14"
"11650652","양재2동","dong","90.9","10","11","54.5","6","11","36.4","4","11","75","3","4","75","3","4","75","3","4","75","9","12","58.3","7","12","33.3","4","12"
"11650660","내곡동","dong","0","0","0","0","0","0","0","0","0","100","2","2","50","1","2","0","0","2","100","2","2","50","1","2","50","1","2"
"11680","강남구","gu","75.6","96","127","48.8","62","127","26","33","127","71.1","86","121","50.4","61","121","30.6","37","121","83.4","151","181","53","96","181","36.5","66","181"
"11680510","신사동","dong","83.3","5","6","33.3","2","6","16.7","1","6","100","8","8","87.5","7","8","37.5","3","8","100","6","6","33.3","2","6","33.3","2","6"
"11680521","논현1동","dong","60","3","5","60","3","5","40","2","5","63.6","7","11","27.3","3","11","18.2","2","11","71.4","10","14","50","7","14","42.9","6","14"
"11680531","논현2동","dong","76.9","10","13","38.5","5","13","15.4","2","13","66.7","2","3","33.3","1","3","0","0","3","75","12","16","50","8","16","25","4","16"
"11680545","압구정동","dong","77.8","7","9","55.6","5","9","33.3","3","9","57.1","4","7","28.6","2","7","28.6","2","7","93.8","15","16","56.3","9","16","25","4","16"
"11680565","청담동","dong","77.8","7","9","33.3","3","9","22.2","2","9","73.3","11","15","66.7","10","15","46.7","7","15","80","12","15","60","9","15","46.7","7","15"
"11680580","삼성1동","dong","63.6","7","11","45.5","5","11","36.4","4","11","50","2","4","50","2","4","50","2","4","92.3","12","13","69.2","9","13","53.8","7","13"
"11680590","삼성2동","dong","70","7","10","70","7","10","30","3","10","25","2","8","25","2","8","25","2","8","75","6","8","50","4","8","25","2","8"
"11680600","대치1동","dong","100","4","4","75","3","4","50","2","4","0","0","0","0","0","0","0","0","0","50","1","2","0","0","2","0","0","2"
"11680610","대치2동","dong","80","4","5","20","1","5","0","0","5","87.5","7","8","62.5","5","8","50","4","8","100","8","8","50","4","8","37.5","3","8"
"11680630","대치4동","dong","100","2","2","50","1","2","50","1","2","83.3","5","6","66.7","4","6","33.3","2","6","81.8","9","11","54.5","6","11","45.5","5","11"
"11680640","역삼1동","dong","73.3","11","15","60","9","15","20","3","15","75","18","24","45.8","11","24","33.3","8","24","78.9","30","38","52.6","20","38","34.2","13","38"
"11680650","역삼2동","dong","57.1","4","7","42.9","3","7","28.6","2","7","55.6","5","9","33.3","3","9","0","0","9","80","8","10","40","4","10","40","4","10"
"11680655","도곡1동","dong","83.3","5","6","33.3","2","6","0","0","6","75","3","4","75","3","4","50","2","4","50","2","4","50","2","4","25","1","4"
"11680656","도곡2동","dong","85.7","6","7","28.6","2","7","28.6","2","7","0","0","0","0","0","0","0","0","0","100","5","5","60","3","5","60","3","5"
"11680660","개포1동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11680670","개포2동","dong","100","2","2","0","0","2","0","0","2","0","0","1","0","0","1","0","0","1","100","3","3","100","3","3","33.3","1","3"
"11680690","개포4동","dong","75","3","4","75","3","4","25","1","4","100","2","2","100","2","2","100","2","2","100","4","4","50","2","4","25","1","4"
"11680700","세곡동","dong","75","3","4","75","3","4","50","2","4","85.7","6","7","42.9","3","7","14.3","1","7","100","4","4","50","2","4","25","1","4"
"11680720","일원본동","dong","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","0","0","1","100","2","2","50","1","2","50","1","2"
"11680730","일원1동","dong","0","0","1","0","0","1","0","0","1","100","2","2","50","1","2","0","0","2","0","0","0","0","0","0","0","0","0"
"11680740","일원2동","dong","100","2","2","100","2","2","50","1","2","100","1","1","100","1","1","0","0","1","100","2","2","50","1","2","50","1","2"
"11680750","수서동","dong","75","3","4","50","2","4","25","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11710","송파구","gu","86.4","70","81","55.6","45","81","42","34","81","86.9","73","84","59.5","50","84","42.9","36","84","89.3","92","103","47.6","49","103","35.9","37","103"
"11710510","풍납1동","dong","100","1","1","100","1","1","100","1","1","50","1","2","50","1","2","50","1","2","50","1","2","0","0","2","0","0","2"
"11710520","풍납2동","dong","87.5","7","8","62.5","5","8","62.5","5","8","100","3","3","66.7","2","3","66.7","2","3","100","1","1","0","0","1","0","0","1"
"11710531","거여1동","dong","100","2","2","50","1","2","50","1","2","100","3","3","0","0","3","0","0","3","75","3","4","50","2","4","50","2","4"
"11710532","거여2동","dong","100","1","1","0","0","1","0","0","1","100","1","1","0","0","1","0","0","1","75","3","4","25","1","4","25","1","4"
"11710540","마천1동","dong","100","1","1","100","1","1","0","0","1","100","2","2","100","2","2","50","1","2","100","5","5","40","2","5","40","2","5"
"11710550","마천2동","dong","50","1","2","0","0","2","0","0","2","100","3","3","100","3","3","66.7","2","3","100","1","1","0","0","1","0","0","1"
"11710561","방이1동","dong","80","4","5","20","1","5","20","1","5","66.7","2","3","66.7","2","3","0","0","3","75","3","4","50","2","4","25","1","4"
"11710562","방이2동","dong","85.7","6","7","57.1","4","7","28.6","2","7","80","4","5","40","2","5","40","2","5","100","6","6","33.3","2","6","16.7","1","6"
"11710566","오륜동","dong","100","1","1","100","1","1","100","1","1","100","3","3","33.3","1","3","33.3","1","3","0","0","0","0","0","0","0","0","0"
"11710570","오금동","dong","100","3","3","100","3","3","100","3","3","66.7","2","3","66.7","2","3","33.3","1","3","100","4","4","100","4","4","25","1","4"
"11710580","송파1동","dong","100","4","4","75","3","4","50","2","4","100","1","1","0","0","1","0","0","1","85.7","6","7","57.1","4","7","42.9","3","7"
"11710590","송파2동","dong","100","3","3","100","3","3","33.3","1","3","83.3","5","6","66.7","4","6","66.7","4","6","100","2","2","0","0","2","0","0","2"
"11710600","석촌동","dong","66.7","4","6","33.3","2","6","33.3","2","6","70","7","10","30","3","10","10","1","10","85.7","6","7","14.3","1","7","14.3","1","7"
"11710610","삼전동","dong","75","6","8","50","4","8","25","2","8","100","2","2","100","2","2","100","2","2","66.7","2","3","66.7","2","3","33.3","1","3"
"11710620","가락본동","dong","100","4","4","75","3","4","75","3","4","80","4","5","60","3","5","20","1","5","100","11","11","54.5","6","11","45.5","5","11"
"11710631","가락1동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11710632","가락2동","dong","0","0","0","0","0","0","0","0","0","80","4","5","80","4","5","40","2","5","100","5","5","80","4","5","80","4","5"
"11710641","문정1동","dong","100","2","2","50","1","2","50","1","2","100","2","2","100","2","2","100","2","2","66.7","2","3","33.3","1","3","0","0","3"
"11710642","문정2동","dong","85.7","6","7","71.4","5","7","42.9","3","7","100","2","2","50","1","2","50","1","2","100","3","3","66.7","2","3","66.7","2","3"
"11710646","장지동","dong","100","1","1","0","0","1","0","0","1","100","2","2","100","2","2","100","2","2","85.7","6","7","57.1","4","7","42.9","3","7"
"11710647","위례동","dong","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"11710650","잠실본동","dong","85.7","6","7","71.4","5","7","57.1","4","7","88.9","8","9","33.3","3","9","11.1","1","9","100","9","9","66.7","6","9","66.7","6","9"
"11710670","잠실2동","dong","50","1","2","0","0","2","0","0","2","100","1","1","100","1","1","100","1","1","66.7","2","3","0","0","3","0","0","3"
"11710680","잠실3동","dong","100","2","2","0","0","2","0","0","2","100","5","5","100","5","5","100","5","5","100","4","4","75","3","4","75","3","4"
"11710690","잠실4동","dong","100","1","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1","100","1","1","100","1","1","0","0","1"
"11710710","잠실6동","dong","100","2","2","100","2","2","100","2","2","100","5","5","80","4","5","60","3","5","100","6","6","33.3","2","6","16.7","1","6"
"11710720","잠실7동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11740","강동구","gu","87.5","49","56","55.4","31","56","32.1","18","56","72.9","43","59","45.8","27","59","28.8","17","59","86.3","69","80","60","48","80","41.3","33","80"
"11740515","강일동","dong","100","6","6","50","3","6","50","3","6","75","3","4","50","2","4","25","1","4","88.9","8","9","66.7","6","9","66.7","6","9"
"11740520","상일동","dong","100","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","66.7","2","3","66.7","2","3","66.7","2","3"
"11740530","명일1동","dong","100","4","4","50","2","4","25","1","4","66.7","2","3","33.3","1","3","33.3","1","3","83.3","5","6","50","3","6","33.3","2","6"
"11740540","명일2동","dong","100","1","1","100","1","1","100","1","1","50","3","6","33.3","2","6","16.7","1","6","100","2","2","100","2","2","0","0","2"
"11740550","고덕1동","dong","100","1","1","100","1","1","100","1","1","0","0","0","0","0","0","0","0","0","100","2","2","100","2","2","100","2","2"
"11740560","고덕2동","dong","0","0","0","0","0","0","0","0","0","100","1","1","0","0","1","0","0","1","100","1","1","100","1","1","100","1","1"
"11740570","암사1동","dong","100","1","1","100","1","1","0","0","1","100","3","3","100","3","3","33.3","1","3","75","3","4","75","3","4","50","2","4"
"11740580","암사2동","dong","100","2","2","100","2","2","100","2","2","0","0","0","0","0","0","0","0","0","100","1","1","100","1","1","100","1","1"
"11740590","암사3동","dong","100","1","1","100","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1"
"11740600","천호1동","dong","0","0","1","0","0","1","0","0","1","75","3","4","50","2","4","50","2","4","100","6","6","50","3","6","33.3","2","6"
"11740610","천호2동","dong","100","8","8","62.5","5","8","37.5","3","8","83.3","5","6","33.3","2","6","33.3","2","6","83.3","5","6","50","3","6","0","0","6"
"11740620","천호3동","dong","66.7","2","3","33.3","1","3","33.3","1","3","66.7","2","3","33.3","1","3","33.3","1","3","100","3","3","66.7","2","3","33.3","1","3"
"11740640","성내1동","dong","100","4","4","75","3","4","50","2","4","66.7","4","6","16.7","1","6","0","0","6","60","3","5","40","2","5","40","2","5"
"11740650","성내2동","dong","75","3","4","50","2","4","50","2","4","60","3","5","20","1","5","20","1","5","66.7","4","6","33.3","2","6","16.7","1","6"
"11740660","성내3동","dong","83.3","5","6","83.3","5","6","33.3","2","6","83.3","5","6","66.7","4","6","66.7","4","6","100","6","6","66.7","4","6","50","3","6"
"11740685","길동","dong","76.9","10","13","30.8","4","13","0","0","13","75","6","8","62.5","5","8","25","2","8","92.9","13","14","71.4","10","14","42.9","6","14"
"11740690","둔촌1동","dong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11740700","둔촌2동","dong","0","0","0","0","0","0","0","0","0","100","3","3","100","3","3","33.3","1","3","100","5","5","40","2","5","40","2","5"
