,code,profitscore,stablescore,profit2018,profit2019,profit2020,expectedprofit2020,survive2018,survive2019,survive2020,expectedsurvive2020
299,11545690,99.18012,91.52963,58452970.0,49305887.0,58883880.0,53914714.63049561,100.0,88.9,100.0,95.323746
300,11545700,90.25591,95.350174,98887392.0,68520676.0,78260756.0,58713715.97960571,90.9,91.7,100.0,95.71889
301,11545710,86.66883,96.158585,76507807.0,67849329.0,60983634.0,49637972.90501709,100.0,91.7,100.0,95.8025
302,11545,0.0,0.0,70099910.29,54617774.13,60602667.6,53733811.77536621,95.321176471,96.062857143,98.680858086,0.0
303,11560515,93.283936,98.49007,62285094.0,46557359.0,35127721.0,51728874.97139648,87.0,90.0,100.0,96.04363
304,11560535,123.15834,121.12539,53931990.0,56079076.0,38669992.0,58629423.12077148,98.6,91.0,98.5,98.384705
305,11560540,123.612144,143.19736,80805968.0,54434939.0,68299530.0,67414184.42704345,95.8,99.0,98.1,100.66751
306,11560550,106.98074,105.34885,72642598.0,68698635.0,69775567.0,64027297.874599606,93.9,97.0,100.0,96.753006
307,11560560,108.74093,109.16304,66802973.0,61349572.0,60732872.0,62329672.40221192,92.5,97.4,100.0,97.14749
308,11560585,99.508255,92.67855,54897711.0,41730195.0,50881304.0,52105271.22554077,100.0,100.0,91.7,95.44257
309,11560605,102.31322,111.28406,88865044.0,77481785.0,72672073.0,62641002.8557959,97.5,97.4,100.0,97.36686
310,11560610,108.76169,97.35973,55036596.0,44228417.0,42759448.0,53444451.78620239,95.0,88.9,100.0,95.92673
311,11560620,102.33691,106.50455,29682852.0,24689572.0,20637324.0,43362624.46049072,92.3,91.9,100.0,96.872536
312,11560630,108.60917,93.49737,55755560.0,45550303.0,50767325.0,56936470.77225952,94.4,75.0,94.1,95.52726
313,11560650,95.34077,93.14579,49757752.0,35364429.0,39736776.0,46697269.014185786,90.0,100.0,100.0,95.4909
314,11560660,92.99787,91.159546,73570577.0,82076073.0,29272258.0,45844386.41419555,83.3,100.0,100.0,95.28547
315,11560670,97.57587,90.80745,23904630.0,14644316.0,13008608.0,38166701.93053589,100.0,100.0,100.0,95.249054
316,11560680,99.36533,94.70958,104000000.0,88171837.0,87800400.0,66993583.511005856,100.0,100.0,100.0,95.65263
317,11560690,95.141,95.122086,52407517.0,35705927.0,16583059.0,39389686.66956909,100.0,100.0,100.0,95.6953
318,11560700,97.76791,92.60324,59051022.0,49413621.0,54484426.0,54142261.71683715,100.0,93.3,100.0,95.434784
319,11560710,110.06405,95.77529,77244429.0,48414919.0,42385820.0,56155992.43292603,100.0,100.0,95.0,95.762856
320,11560720,98.532585,101.97334,93676970.0,68132912.0,66999324.0,56814441.8456604,100.0,100.0,96.7,96.40389
321,11560,0.0,0.0,66856741.66,54620355.95,53298515.83,59821202.925158694,95.846942801,95.484188912,98.667735849,96.394844
322,11590510,86.55463,108.39092,69664467.0,55422041.0,49794444.0,50040594.77091919,100.0,97.7,97.5,97.067635
323,11590520,100.07739,94.42616,59273848.0,57553088.0,57756581.0,56493788.73575196,95.5,94.7,94.4,95.62332
324,11590530,87.29879,111.7409,85563504.0,76731905.0,64633821.0,54938012.981440425,97.9,93.7,98.0,97.41411
325,11590540,104.19182,95.753235,45364900.0,40798454.0,44517034.0,51241756.90595337,90.9,94.7,100.0,95.760574
326,11590550,105.11305,95.186775,49104746.0,41763163.0,55590963.0,55081601.573336184,100.0,91.7,100.0,95.70199
327,11590560,96.3816,95.03356,45993057.0,43940557.0,35198602.0,45528032.53244141,100.0,92.9,92.9,95.68614
328,11590605,96.86094,99.12586,75952356.0,50732573.0,44520289.0,49519562.35775757,100.0,96.4,96.6,96.10939
329,11590620,111.247185,101.93454,55843880.0,53045285.0,48477888.0,56694849.543995366,90.0,96.4,96.3,96.39988
330,11590630,108.18687,100.109245,41502331.0,18857144.0,56987626.0,55714376.07341309,100.0,85.2,100.0,96.2111
331,11590640,96.94994,95.434265,39112200.0,27751957.0,37268264.0,46649842.39291504,92.3,100.0,100.0,95.727585
332,11590650,110.97409,88.601746,39239063.0,37361375.0,51740000.0,57094453.86479737,100.0,88.9,88.9,95.02093
333,11590651,95.82631,92.462265,56112305.0,69443463.0,43827968.0,48958546.35020019,100.0,100.0,88.9,95.420204
334,11590660,96.111626,106.724525,54508653.0,40413518.0,39322820.0,47072542.1311499,91.7,97.2,97.2,96.89529
335,11590670,106.998405,93.17316,65767452.0,41607918.0,31185359.0,50169448.60742676,100.0,100.0,100.0,95.49373
336,11590680,101.0613,103.05565,66951518.0,69217908.0,63583977.0,58739772.50288208,100.0,92.9,100.0,96.51583
337,11590,0.0,0.0,61134961.71,51144008.86,50688175.89,51912724.29489746,96.811627907,94.698823529,97.362756598,96.06985
338,11620525,104.06737,95.18346,41224993.0,24395868.0,30572162.0,47415177.918983154,93.7,100.0,94.1,95.701645
339,11620545,95.20311,91.472244,109000000.0,90845370.0,86117462.0,66313544.90689575,100.0,100.0,100.0,95.31781
340,11620565,93.709724,95.0939,69902591.0,65243423.0,51278251.0,51777745.94918213,100.0,100.0,88.9,95.69238
341,11620575,104.729004,103.814125,50959433.0,37166411.0,41533690.0,50941855.43747681,97.1,100.0,90.3,96.59428
342,11620585,111.77765,102.14064,69252094.0,47211382.0,43513680.0,55391250.26670044,100.0,100.0,100.0,96.421196
343,11620595,105.815186,110.00413,54935888.0,51006535.0,69142206.0,57875701.11194214,93.0,97.6,100.0,97.23448
344,11620605,100.22697,100.64118,61942120.0,57479477.0,47855696.0,52293943.306433104,100.0,95.8,100.0,96.26611
345,11620615,101.275085,98.230995,70954996.0,66967525.0,54300538.0,57022500.19092773,95.0,94.7,100.0,96.01684
346,11620625,107.155815,97.29467,66230322.0,40883169.0,57539901.0,57992931.41921021,100.0,100.0,95.5,95.92
347,11620630,104.382675,96.93085,76561075.0,61293599.0,82018568.0,65372942.67811279,100.0,100.0,100.0,95.88237
348,11620645,115.35938,101.80257,95251328.0,64880734.0,58465310.0,63370793.6838147,100.0,100.0,96.3,96.38623
349,11620655,102.759544,93.929054,77780158.0,78108635.0,77052526.0,64058374.74362671,90.0,100.0,100.0,95.57191
350,11620665,104.23762,98.68038,60213807.0,50271031.0,50000725.0,55099383.16842529,95.5,100.0,95.5,96.06332
351,11620685,100.73268,99.33204,60928554.0,68248630.0,66507254.0,56007421.02145996,96.3,100.0,91.7,96.130714
352,11620695,135.09674,105.866394,76886596.0,84535644.0,84735578.0,80502568.97722533,95.5,89.7,97.3,96.80653
353,11620715,100.949165,89.90809,72696272.0,68644786.0,92881054.0,64860388.767078854,100.0,100.0,100.0,95.15604
354,11620725,106.697426,99.68627,50428307.0,43485780.0,37691820.0,50644832.05008667,91.3,100.0,100.0,96.16735
355,11620735,105.64876,108.49272,44896461.0,29604459.0,30671155.0,47287135.67654297,95.3,97.7,100.0,97.07816
356,11620745,88.10421,93.640915,60162095.0,43582362.0,25540177.0,38330989.32687866,100.0,100.0,100.0,95.54211
357,11620765,91.29118,98.9112,45006796.0,29408192.0,37691918.0,43623708.74062744,90.5,100.0,100.0,96.08719
358,11620775,83.26284,99.08079,39418135.0,27230137.0,32854041.0,38726082.34690674,90.5,100.0,94.7,96.10473
359,11620,0.0,0.0,61971668.07,51066065.8,53283474.06,54493249.10148071,95.963057325,98.309684211,97.388671024,96.10197
360,11650510,113.04462,107.84077,72176627.0,60032255.0,53748768.0,60461305.439283445,91.4,91.2,97.1,97.010735
361,11650520,114.069565,106.38143,85166789.0,68593992.0,78589052.0,69695561.64720337,95.5,100.0,100.0,96.8598
362,11650530,107.71797,129.0358,65642910.0,61227717.0,57094747.0,59360868.66235718,96.5,95.1,98.7,99.20284
363,11650531,110.93748,107.87942,96330336.0,106000000.0,81152718.0,64981136.131400146,97.3,100.0,91.4,97.01473
364,11650540,105.796455,103.79575,84470324.0,90478832.0,103000000.0,75144299.41613159,97.3,87.5,96.4,96.59238
365,11650550,100.447014,91.04557,35341248.0,22060329.0,40347565.0,48487068.852849126,100.0,100.0,85.7,95.27368
366,11650560,123.479904,102.09631,72505271.0,59607436.0,64282744.0,68062520.3240857,92.9,96.6,96.3,96.41661
367,11650570,116.40786,99.25503,125000000.0,38556660.0,89230406.0,77788908.73015624,100.0,85.7,100.0,96.12275
368,11650580,112.41269,92.700165,24696334.0,25140160.0,17381379.0,45751519.9173523,100.0,100.0,100.0,95.44481
369,11650581,99.469666,113.71078,175000000.0,280000000.0,61724316.0,73399589.86826417,100.0,97.5,100.0,97.61784
370,11650590,101.75744,98.56316,37903682.0,38856373.0,30262889.0,45823166.552177735,87.5,95.0,100.0,96.05119
371,11650600,110.31823,99.79847,78185832.0,57299614.0,50703861.0,57808394.65248291,94.1,100.0,100.0,96.178955
372,11650610,102.92041,100.9693,40369486.0,23814036.0,27118370.0,46762012.578420416,100.0,88.0,100.0,96.30005
373,11650620,94.21465,101.810165,71590642.0,51991201.0,50678969.0,51288860.77784301,100.0,100.0,100.0,96.38702
374,11650621,102.3007,101.21295,52920947.0,44316465.0,42047511.0,50793742.49905518,100.0,100.0,95.5,96.32525
375,11650651,106.63188,109.855194,61421578.0,58479916.0,57741770.0,59967384.55230713,100.0,97.8,90.7,97.21908
376,11650652,121.108345,110.26578,49656431.0,49328578.0,63535584.0,65572828.262144774,100.0,91.3,97.7,97.26154
377,11650660,93.636734,91.20218,24869447.0,19506004.0,34596868.0,46214697.37889038,100.0,92.3,100.0,95.28988
378,11650,0.0,0.0,74245042.41,75306604.22,59311081.14,60372802.32192261,97.134587814,95.444296578,97.300579151,96.58717
379,11680510,115.68788,109.6803,63490563.0,54623856.0,60364935.0,62646590.03989258,94.0,93.2,92.9,97.20099
380,11680521,115.92828,127.273346,80451883.0,77653987.0,79161470.0,71396441.6783374,96.4,98.7,98.7,99.02056
381,11680531,106.95082,126.61402,66614871.0,59048123.0,68456754.0,64042242.66827759,97.4,94.8,93.2,98.95237
382,11680545,97.51949,118.36717,36710837.0,32004295.0,32595676.0,44872081.174273685,94.6,96.5,100.0,98.099434
383,11680565,98.532104,117.64469,78701016.0,65379803.0,71814794.0,65403045.69265503,100.0,98.2,90.7,98.02471
384,11680580,107.079765,115.27936,77699116.0,70158173.0,44675155.0,59615379.12949829,96.5,94.5,89.7,97.780075
385,11680590,112.89633,112.48344,79898284.0,61267138.0,67255870.0,66092815.43971679,94.5,96.1,94.2,97.490906
386,11680600,116.69873,100.06336,45025997.0,40659295.0,49210076.0,58186430.06415405,91.3,100.0,100.0,96.20635
387,11680610,103.94808,113.05565,55891642.0,42853404.0,53626165.0,55697347.82065674,98.0,100.0,95.7,97.55009
388,11680630,98.56478,120.48509,70854879.0,65255135.0,62714421.0,58361799.46585083,93.9,91.8,98.4,98.31848
389,11680640,143.76288,187.93127,82172086.0,66624506.0,75839843.0,80347333.4101001,96.9,97.5,95.3,105.29414
390,11680650,116.529106,118.74729,80665610.0,78340835.0,79132273.0,70881761.60980469,94.6,100.0,94.4,98.13875
391,11680655,100.40428,100.97328,70970328.0,58673309.0,61823820.0,58490310.72398315,96.4,100.0,88.5,96.30046
392,11680656,103.211174,98.510574,52267047.0,38399238.0,34718995.0,49808184.56963135,95.8,100.0,100.0,96.04575
393,11680660,105.91767,88.606766,0.0,0.0,42212118.0,71604023.82403687,100.0,100.0,100.0,95.02145
394,11680670,105.61251,91.49334,31478843.0,22336448.0,27168028.0,46771339.86917847,91.7,90.9,90.0,95.31999
395,11680690,93.51798,101.99311,47358255.0,33291550.0,48950366.0,49838454.15705566,96.6,96.9,100.0,96.40594
396,11680700,93.70334,98.44499,50424661.0,23094627.0,28306253.0,42955036.77546753,100.0,90.9,100.0,96.03897
397,11680720,109.36472,93.53595,320000000.0,250000000.0,186000000.0,103883012.00968018,100.0,90.0,100.0,95.53125
398,11680730,104.56456,94.55128,98481903.0,62769486.0,86462159.0,65512653.93014282,91.7,91.7,100.0,95.63626
399,11680740,107.75636,92.09978,77839841.0,62103062.0,43140898.0,56487139.54324585,100.0,100.0,100.0,95.38271
400,11680750,98.723625,100.464,116000000.0,97188214.0,86926004.0,66773661.13083618,100.0,100.0,100.0,96.24779
401,11680,0.0,0.0,73582825.59,61730656.26,65021415.82,61511061.34619873,96.263773966,96.718442623,95.574342797,97.27306
402,11710510,101.04948,92.023056,51980027.0,56826598.0,50751348.0,53009634.48890625,100.0,100.0,87.5,95.37478
403,11710520,93.35152,99.51616,79850836.0,69056777.0,60724736.0,53907987.530727535,100.0,100.0,100.0,96.14976
404,11710531,99.950806,93.368645,31661813.0,25314958.0,30966208.0,43924187.05862915,92.9,100.0,100.0,95.51395
405,11710532,94.18838,95.37437,41565403.0,42475238.0,40935078.0,48354270.2317334,100.0,100.0,100.0,95.72139
406,11710540,90.54284,94.0428,47899515.0,34498090.0,34949486.0,43385191.4834021,90.9,80.0,100.0,95.58367
407,11710550,97.94775,92.33915,61346960.0,40603952.0,45013046.0,50502640.39731567,88.9,90.0,90.9,95.40747
408,11710561,104.452034,97.45512,49691742.0,45251346.0,48958526.0,53001368.22574951,100.0,95.5,100.0,95.93659
409,11710562,124.71755,109.87695,95377128.0,80389375.0,81609189.0,74890483.39869629,97.4,94.7,92.9,97.22133
410,11710566,117.13439,95.29064,57351282.0,57436896.0,35959901.0,56829881.43959351,100.0,100.0,100.0,95.71273
411,11710570,75.62153,109.0501,34235185.0,23423344.0,21827733.0,33430376.648236085,97.2,100.0,97.7,97.13581
412,11710580,117.58843,102.33266,54375491.0,52780885.0,50722599.0,59553379.50155395,96.2,95.8,96.3,96.441055
413,11710590,94.77952,96.10112,36501706.0,36294310.0,31916542.0,44355464.04774903,91.7,100.0,100.0,95.796555
414,11710600,110.271385,110.749176,46560369.0,43040427.0,44254302.0,55560727.72958496,95.7,100.0,97.8,97.31154
415,11710610,109.191444,109.01868,55322866.0,52432216.0,52684802.0,58044816.235118404,97.2,97.2,97.3,97.13256
416,11710620,113.88087,110.03998,64876164.0,53983828.0,55154976.0,61221645.17775391,97.7,95.3,95.1,97.23819
417,11710631,106.555984,90.13735,274000000.0,184000000.0,138000000.0,83766925.3888684,100.0,100.0,100.0,95.17975
418,11710632,110.00407,96.48958,50846676.0,49211057.0,46345556.0,54913547.35656616,100.0,100.0,95.0,95.83673
419,11710641,104.09604,93.95037,62381164.0,75540988.0,84171931.0,59962763.16930542,95.0,93.3,84.6,95.57411
420,11710642,114.46994,126.47003,55685046.0,37666415.0,50628421.0,58223867.42547485,94.2,95.3,100.0,98.93748
421,11710646,92.38552,95.787834,32461182.0,27723276.0,30816677.0,42252858.86711304,91.7,96.0,85.0,95.76415
422,11710647,103.6012,93.80888,37598937.0,14681029.0,11478377.0,52844061.723057866,87.5,92.9,86.7,95.55948
423,11710650,124.86322,118.70856,73602864.0,56952574.0,67297312.0,68430708.35510498,95.2,90.9,92.7,98.13474
424,11710670,131.2579,102.13017,116000000.0,111000000.0,64293564.0,78537925.62903565,100.0,100.0,100.0,96.42011
425,11710680,109.34888,97.818855,23547860.0,20792533.0,68742781.0,65387585.35945923,100.0,100.0,100.0,95.97421
426,11710690,120.7509,90.25177,82171476.0,47024290.0,28155010.0,61466590.5191272,100.0,66.7,100.0,95.19158
427,11710710,124.56492,99.86744,57383964.0,55584780.0,34620199.0,56265404.39778076,100.0,100.0,91.7,96.18609
428,11710720,105.55126,87.936,203000000.0,80829767.0,0.0,78858129.80426148,100.0,100.0,100.0,94.95207
429,11710,0.0,0.0,60325422.94,50871009.97,51191944.59,59205313.19374268,96.441950464,96.294051447,96.122204969,96.199554
430,11740515,92.58093,99.54545,39822235.0,12591717.0,12238116.0,47851519.84119507,91.3,95.2,91.3,96.15279
431,11740520,99.961914,92.95001,39206665.0,44173407.0,30790351.0,45170197.51391113,90.9,100.0,100.0,95.47065
432,11740530,109.83873,95.26143,62627353.0,57476246.0,81473046.0,68214666.73089355,100.0,94.4,100.0,95.70971
433,11740540,109.12934,96.47386,35802597.0,29002557.0,27915027.0,49468371.02779175,100.0,94.4,100.0,95.835106
434,11740550,110.83717,91.814,38497159.0,43661778.0,44457299.0,54229118.28957275,100.0,100.0,100.0,95.35316
435,11740560,107.9114,87.175316,58020890.0,41491029.0,23933742.0,47584703.647559814,100.0,100.0,100.0,94.8734
436,11740570,90.1755,103.14432,49705019.0,40598638.0,45042372.0,46460908.50517334,100.0,96.9,100.0,96.525
437,11740580,101.528404,93.34629,45905884.0,43316667.0,41761763.0,48913427.548074946,90.0,100.0,90.9,95.511635
438,11740590,98.56803,91.72792,101000000.0,75578443.0,74244264.0,59878167.23328735,100.0,100.0,100.0,95.34425
439,11740600,88.9434,99.91325,40378473.0,36530692.0,31019632.0,40484562.36942504,100.0,100.0,96.0,96.19083
440,11740610,93.163994,113.29878,52537860.0,44631042.0,44942307.0,49602920.61123413,92.2,93.7,98.0,97.57523
441,11740620,100.63885,100.76548,51282602.0,33548246.0,42010396.0,52225711.62776245,96.7,96.6,100.0,96.27897
442,11740640,105.05114,97.824905,42181131.0,32657224.0,42903500.0,50048297.73239746,88.5,91.3,81.0,95.97484
443,11740650,105.563095,99.23769,75887299.0,62775537.0,62013040.0,59033224.583237305,88.0,96.2,100.0,96.12096
444,11740660,112.07685,102.85552,53451279.0,50129366.0,48987217.0,58442984.39736328,97.1,90.3,90.3,96.49513
445,11740685,100.09667,117.96005,50669299.0,43496128.0,52442468.0,53491454.75642578,100.0,95.2,94.8,98.05733
446,11740690,99.89547,90.02169,0.0,0.0,0.0,83540681.88360718,100.0,100.0,100.0,95.167786
447,11740700,96.1867,98.81316,50568142.0,44515671.0,47691830.0,49873792.002293706,100.0,95.5,95.0,96.07705
448,11740,0.0,0.0,50700242.44,41943245.11,44230200.88,55816357.16585449,96.169064748,95.491729323,95.99122807,96.03966
449,11,0.0,0.0,65415602.42,53015248.11,51598172.78,55966888.925625,96.357659058,96.404486677,96.923847193,96.19976
