code,profitscore,stablescore,profit2018,profit2019,profit2020,expectedprofit2020,survive2018,survive2019,survive2020,expectedsurvive2020
11440610,9.913435232,10.634273,49842795,45335422,49188461,49651792.22,100,90,100,99.707825
11440630,9.966112664,10.474497,71459455,50850414,64053203,50504862.66,100,100,88.2,99.548775
11440655,10.52613836,9.0656595,71504625,61457079,58523844,59574047.59,92.7,100,97.1,98.14633
11440660,11.62738732,4.8464737,90178696,59889367,51572967,77407926.32,93.9,96,96,93.9463
11440680,10.67083643,9.647356,78262960,66367006,63423430,61917321.32,96.6,89.3,96.6,98.72539
11440690,10.84082017,10.054891,64886048,44234513,54643402,64670077.12,100,100,100,99.13107
11440700,10.36915821,10.438138,53377675,54430556,58957043,57031874.84,100,100,94.4,99.51258
11440710,10.24489369,10.030396,57812942,46937921,55341606,55019506.74,96.2,96.2,96,99.10669
11440720,9.911158908,9.987645,43071951,41250407,47339793,49614928.9,96.8,96.4,92.9,99.06413
11440730,9.840899884,9.162229,62391219,54068521,49690152,48477138.12,90,96.9,100,98.24246
11440740,10.64305131,8.636419,73776171,59304156,60116673,61467362.81,98.1,98.1,94.1,97.71904
11440,0,0,69686349.63,54250219.69,51674452.57,63749324.71,95.67333333,97.24861879,96.13278085,98.543274
11470510,10.94500641,9.265311,67452083,55840828,62554291,66357293.06,94.4,100,97.1,98.34508
11470520,9.104300919,9.951317,41716898,22160352,33981282,36548485.12,96,92.9,92.6,99.02797
11470530,10.88762966,10.233895,63108875,68391585,70285238,65428120.8,100,100,100,99.309265
11470540,8.941328989,10.282808,33278909,30401312,31072473,33909280.22,95.2,95,100,99.357956
11470550,11.11080642,10.252419,95751179,69847603,73467752,69042296.47,94.7,84.2,94.7,99.327705
11470560,10.65696432,10.597883,64933586,55061086,65513343,61692673.14,100,100,92.9,99.6716
11470570,9.484011784,10.768173,38059445,25549163,40564792,42697610.18,100,88.9,88.9,99.84112
11470580,10.29778095,10.700208,70632101,65416499,55192541,55875975.16,100,100,100,99.77346
11470590,9.505647795,10.522927,50342883,34014228,47269290,43047988.71,93.3,100,93.7,99.596985
11470600,8.946180178,10.472214,43557685,28317845,30514481,33987841.5,93.7,100,94.7,99.5465
11470610,8.802240896,11.156602,43407520,55843103,23822591,31656855.66,100,100,100,100.22778
11470611,9.255070213,10.46891,45306961,34732442,33731568,38990077.73,100,92.3,100,99.54321
11470620,10.2872508,10.7761135,75428266,70217374,69075696,55705447.46,100,100,100,99.84902
11470630,9.633390515,10.652284,37337906,36494489,32513120,45116683.68,91.7,100,100,99.72575
11470640,9.451175959,10.097933,61025285,33136879,32659935,42165859.27,94.7,100,100,99.17392
11470650,9.975311149,9.13909,44326945,31844735,43320807,50653825.04,95.8,90.7,97.6,98.21943
11470670,9.207596441,10.683201,61517015,50649019,28457197,38221276.56,100,100,100,99.75653
11470680,9.612397939,10.81084,70766365,51433708,68970693,44776725.08,90.9,90.9,77.8,99.88359
11470,0,0,55469147.52,43314414.81,46736685.85,51655586.98,96.18227848,95.88924051,96.53018868,99.45427
11500510,9.794291279,9.71943,94534858,67360478,39713576,47722347.65,92,96.3,100,98.797134
11500520,10.58932656,9.4743595,77676754,52050277,65938426,60597331.8,100,97.1,94.4,98.55318
11500530,9.695375411,10.924232,59102792,51912639,37957485,46120481.34,100,100,88.9,99.99647
11500535,10.24213347,9.9082985,65367007,52429802,49882757,54974807.1,100,89.3,96.3,98.985146
11500540,11.36571342,8.270493,79815032,68396263,76108776,73170319.04,98.3,96.6,98.3,97.354774
11500550,8.763101304,10.7023,26794756,30963443,25063119,31023020.12,100,90.9,100,99.77554
11500560,10.20364915,10.64104,65083674,46016365,59049010,54351583.06,100,100,100,99.71456
11500570,10.30615399,10.495857,65061840,52514098,51800332,56011570.12,100,94.1,100,99.57004
11500590,9.853149524,9.9401655,56136461,42786511,47558069,48675511.6,100,100,96.4,99.01687
11500591,10.49503138,9.765514,55462279,55735798,58238352,59070293.88,100,96.9,96.8,98.84301
11500593,9.9609424,10.278302,52992063,39486329,46124899,50421134.22,100,100,100,99.35347
11500603,9.934118699,6.9073105,47943923,41907841,46038461,49986745.04,94.3,90.2,98.8,95.99778
11500604,15.40395614,10.755911,244000000,126000000,175000000,138566550.1,100,100,100,99.82891
11500605,9.124870569,10.820888,38690104,0,14089936,36881594.77,100,100,100,99.89359
11500611,8.842923764,9.218859,46830484,26393159,16229005,32315683.38,95.8,97.1,93,98.298836
11500615,11.17227708,10.034374,66505203,30573851,81566284,70037766.56,96.7,96.3,95.8,99.11065
11500620,9.692097309,8.560314,66673375,47852661,35160226,46067395,100,91.1,100,97.64328
11500630,10.27850997,9.365513,80479599,66814701,70175375,55563896.44,97.2,93.7,100,98.444824
11500640,8.943543753,9.746837,34351188,32169598,26554631,33945146.62,96.3,96.3,96.3,98.82442
11500641,9.248336963,10.080573,39912508,37350437,38141793,38881037.94,100,100,100,99.15664
11500,0,0,63234614.16,48316185.07,50495777.03,47835309.9,97.81313869,95.15788531,97.71573427,98.857956
11530510,10.26258328,9.234869,77388531,54291421,37987060,55305976.03,96.8,96.8,100,98.31477
11530520,8.937772985,10.758309,26746919,13458139,28308939,33851693.48,90.9,100,100,99.8313
11530530,9.683937533,10.713389,61497659,39807228,43460413,45935253.72,100,100,100,99.78658
11530540,10.75426827,7.882026,73845419,62954825,56430632,63268435.8,97.2,97.2,97.1,96.96807
11530550,9.584323834,10.86475,68968475,41306153,43654492,44322086.57,100,100,100,99.937256
11530560,10.82019608,10.153046,79571562,67861080,68505761,64336085.92,100,100,100,99.22878
11530595,10.95181145,11.349509,66118298,60110278,70971252,66467495.36,94.1,85.7,100,100.419815
11530720,9.754826716,10.530982,124000000,73790030,47080460,47083249.45,91.7,93.3,92.9,99.605
11530730,9.078054089,10.106709,35462568,30915532,31038094,36123437.92,95.7,100,100,99.182655
11530740,9.209303926,10.14778,52201673,39389970,33739626,38248927.96,95.2,95.2,95.5,99.22354
11530750,9.127183084,10.680579,73556473,46919192,30960256,36919044.16,100,100,91.7,99.75392
11530760,11.66766134,10.822911,54569392,38370648,104000000,78060133.06,100,100,77.8,99.89561
11530770,11.74346113,10.146624,103000000,98688549,90794113,79287652.28,100,95.7,100,99.22239
11530780,9.245423329,9.620462,55056094,37521698,26103492,38833853.88,96,86.7,97.1,98.698616
11530790,9.451172689,10.081892,60316783,41473180,37425132,42165806.32,100,100,100,99.15795
11530,0,0,69075170.6,52787790.06,48929082.92,48244336.9,97.48543417,96.66611111,97.84932249,99.28175
11545510,11.43804617,5.578625,77413002,61847935,74326888,74341692.34,96.2,96.4,99.2,94.675125
11545610,10.24054513,9.325468,66525245,55575097,57848167,54949085.12,97,97.6,100,98.40496
11545620,8.935403168,10.972271,46873366,32605303,24431952,33813316.11,92.9,100,100,100.04429
11545630,10.14926864,10.723376,78972911,56652809,51927398,53470932.58,94.1,100,95.7,99.796524
11545640,10.19890175,10.742001,55599357,51125119,52217085,54274702.6,84.6,100,100,99.81506
11545670,9.946474664,9.44686,55035845,36174270,42101264,50186840.37,94.9,92.7,95.2,98.5258
11545680,9.049251692,11.092399,76434633,46820317,21342160,35657005.29,100,100,100,100.16387
11545690,10.06973607,10.745732,58452970,49305887,58883880,52182963.9,100,88.9,100,99.81878
11545700,11.16070695,10.902734,98887392,68520676,78260756,69850397.22,90.9,91.7,100,99.97507
11545710,10.35013755,10.593507,76507807,67849329,60983634,56723849.88,100,91.7,100,99.667244
11545,0,0,70099910.29,54617774.13,60602667.6,53804086.34,95.32117647,96.06285714,98.68085809,99.08867
11560515,9.815098272,10.337285,62285094,46557359,35127721,48059300.88,87,90,100,99.412186
11560535,10.62373608,7.960553,53931990,56079076,38669992,61154567.52,98.6,91,98.5,97.04624
11560540,10.86036889,5.6183333,80805968,54434939,68299530,64986653.64,95.8,99,98.1,94.71465
11560550,10.94007281,9.361865,72642598,68698635,69775567,66277397.18,93.9,97,100,98.44119
11560560,10.58972091,9.224462,66802973,61349572,60732872,60603718.04,92.5,97.4,100,98.30441
11560585,9.996049919,11.097227,54897711,41730195,50881304,50989673.46,100,100,91.7,100.16868
11560605,10.19107128,9.009435,88865044,77481785,72672073,54147894.26,97.5,97.4,100,98.09036
11560610,9.980001047,10.182423,55036596,44228417,42759448,50729774.33,95,88.9,100,99.258026
11560620,8.786091641,9.316715,29682852,24689572,20637324,31395330.92,92.3,91.9,100,98.39625
11560630,9.992716153,10.551599,55755560,45550303,50767325,50935685.68,94.4,75,94.1,99.62553
11560650,9.33711502,10.7589,49757752,35364429,39736776,40318730.2,90,100,100,99.83189
11560660,9.958757787,11.193213,73570577,82076073,29272258,50385756.1,83.3,100,100,100.26423
11560670,8.292447432,11.1330805,23904630,14644316,13008608,23401143.1,100,100,100,100.20437
11560680,11.63413045,10.5261,104000000,88171837,87800400,77517126.2,100,100,100,99.60014
11560690,8.3817432,10.3952265,52407517,35705927,16583059,24847219.31,100,100,100,99.469864
11560700,10.20578119,11.01752,59051022,49413621,54484426,54386109.92,100,93.3,100,100.08933
11560710,10.45945014,11.333714,77244429,48414919,42385820,58494083.12,100,100,95,100.40409
11560720,10.76880285,10.287269,93676970,68132912,66999324,63503812.16,100,100,96.7,99.3624
11560,0,0,66856741.66,54620355.95,53298515.83,59339118.16,95.8469428,95.48418891,98.66773585,99.037994
11590510,10.1568519,9.058433,69664467,55422041,49794444,53593737.75,100,97.7,97.5,98.13914
11590520,10.65938454,10.511615,59273848,57553088,57756581,61731866.76,95.5,94.7,94.4,99.585724
11590530,11.0755234,8.2108345,85563504,76731905,64633821,68470915.16,97.9,93.7,98,97.29539
11590540,9.651423715,10.364677,45364900,40798454,44517034,45408717.48,90.9,94.7,100,99.43945
11590550,10.02788358,10.689324,49104746,41763163,55590963,51505195.06,100,91.7,100,99.76263
11590560,9.121314406,10.562022,45993057,43940557,35198602,36824005.44,100,92.9,92.9,99.6359
11590605,9.814281885,9.29616,75952356,50732573,44520289,48046080.12,100,96.4,96.6,98.375786
11590620,10.07642052,10.076289,55843880,53045285,48477888,52291213.4,90,96.4,96.3,99.152374
11590630,10.18932812,9.726205,41502331,18857144,56987626,54119665.11,100,85.2,100,98.80388
11590640,9.356799972,10.640404,39112200,27751957,37268264,40637512.84,92.3,100,100,99.71393
11590650,10.1411278,10.683461,39239063,37361375,51740000,53339097.96,100,88.9,88.9,99.75679
11590651,9.603083845,10.953072,56112305,69443463,43827968,44625890.5,100,100,88.9,100.02518
11590660,9.465312076,9.107521,54508653,40413518,39322820,42394782.8,91.7,97.2,97.2,98.188
11590670,9.17080872,10.82879,65767452,41607918,31185359,37625527.74,100,100,100,99.90146
11590680,10.70307833,9.777968,66951518,69217908,63583977,62439454.08,100,92.9,100,98.85541
11590,0,0,61134961.71,51144008.86,50688175.89,44770147.28,96.81162791,94.69882353,97.3627566,99.108734
11620525,9.093672251,10.475471,41224993,24395868,30572162,36376362.04,93.7,100,94.1,99.54974
11620545,11.39685499,11.003395,109000000,90845370,86117462,73674632.91,100,100,100,100.07527
11620565,9.997126886,10.838561,69902591,65243423,51278251,51007114.1,100,100,88.9,99.91119
11620575,9.579767135,9.784483,50959433,37166411,41533690,44248294.34,97.1,100,90.3,98.86189
11620585,10.47133346,9.889789,69252094,47211382,43513680,58686524.32,100,100,100,98.96672
11620595,11.08235453,8.983086,54935888,51006535,69142206,68581540.08,93,97.6,100,98.06413
11620605,10.27426715,10.117193,61942120,57479477,47855696,55495187.28,100,95.8,100,99.19309
11620615,10.23256987,10.132736,70954996,66967525,54300538,54819931.84,95,94.7,100,99.208565
11620625,10.52845669,10.034435,66230322,40883169,57539901,59611591.06,100,100,95.5,99.11071
11620630,11.59118426,10.215525,76561075,61293599,82018568,76821645.68,100,100,100,99.29098
11620645,10.70772904,10.090797,95251328,64880734,58465310,62514768.8,100,100,96.3,99.16682
11620655,11.14057586,10.898411,77780158,78108635,77052526,69524389.72,90,100,100,99.970764
11620665,10.20854005,10.261571,60213807,50271031,50000725,54430787.44,95.5,100,95.5,99.336815
11620685,10.89971466,10.402056,60928554,68248630,66507254,65623828.08,96.3,100,91.7,99.47666
11620695,11.80140856,9.285499,76886596,84535644,84735578,80226066.36,95.5,89.7,97.3,98.36517
11620715,11.33331612,11.145819,72696272,68644786,92881054,72645669.79,100,100,100,100.21705
11620725,9.471951594,10.290242,50428307,43485780,37691820,42502304.68,91.3,100,100,99.36536
11620735,9.235592673,9.036328,44896461,29604459,30671155,38674653.98,95.3,97.7,100,98.117134
11620745,8.794253537,10.691593,60162095,43582362,25540177,31527506.54,100,100,100,99.764885
11620765,9.365825263,10.157591,45006796,29408192,37691918,40783670.48,90.5,100,100,99.23331
11620775,9.204855571,10.306621,39418135,27230137,32854041,38176890.28,90.5,100,94.7,99.38166
11620,0,0,61971668.07,51066065.8,53283474.06,60453377.94,95.96305733,98.30968421,97.38867102,99.268
11650510,10.21604741,9.506603,72176627,60032255,53748768,54552363.33,91.4,91.2,97.1,98.58527
11650520,11.35888266,9.081977,85166789,68593992,78589052,73059700.12,95.5,100,100,98.162575
11650530,10.28141887,7.568799,65642910,61227717,57094747,55611003.84,96.5,95.1,98.7,96.656265
11650531,11.24940087,9.546909,96330336,106000000,81152718,71286726.99,97.3,100,91.4,98.6254
11650540,10.4113793,9.66601,84470324,90478832,103000000,57715612.95,97.3,87.5,96.4,98.74396
11650550,9.559460564,10.712685,35341248,22060329,40347565,43919445.07,100,100,85.7,99.78588
11650560,10.77390946,9.557854,72505271,59607436,64282744,63586509.76,92.9,96.6,96.3,98.63629
11650570,11.53690603,10.780252,125000000,38556660,89230406,75942651.5,100,85.7,100,99.85314
11650580,9.331455589,10.719299,24696334,25140160,17381379,40227080.08,100,100,100,99.792465
11650581,11.74672078,9.045548,175000000,280000000,61724316,79340439.92,100,97.5,100,98.12631
11650590,8.953741314,10.229481,37903682,38856373,30262889,34110288.27,87.5,95,100,99.30487
11650600,9.938102565,10.203691,78185832,57299614,50703861,50051260.68,94.1,100,100,99.2792
11650610,8.974644856,9.992642,40369486,23814036,27118370,34448805.04,100,88,100,99.06911
11650620,10.05942034,10.345563,71590642,51991201,50678969,52015908.68,100,100,100,99.420425
11650621,9.690721361,10.119056,52920947,44316465,42047511,46045112.58,100,100,95.5,99.19495
11650651,10.21144327,9.029124,61421578,58479916,57741770,54477802.87,100,97.8,90.7,98.10996
11650652,10.42639058,9.119148,49656431,49328578,63535584,57958709.04,100,91.3,97.7,98.19958
11650660,9.926061939,10.513409,24869447,19506004,34596868,49856272.02,100,92.3,100,99.58751
11650,0,0,74245042.41,75306604.22,59311081.14,59008415.8,97.13458781,95.44429658,97.30057915,98.84073
11680510,10.54486239,9.042353,63490563,54623856,60364935,59877268.83,94,93.2,92.9,98.12313
11680521,11.57409549,7.2011633,80451883,77653987,79161470,76544906.2,96.4,98.7,98.7,96.2903
11680531,11.21276201,7.4369593,66614871,59048123,68456754,70693388.84,97.4,94.8,93.2,96.525024
11680545,9.049521635,8.478376,36710837,32004295,32595676,35661376.81,94.6,96.5,100,97.561714
11680565,11.09666998,8.58507,78701016,65379803,71814794,68813367.76,100,98.2,90.7,97.66792
11680580,10.69318196,8.116059,77699116,70158173,44675155,62279190.06,96.5,94.5,89.7,97.20104
11680590,10.98001956,8.091971,79898284,61267138,67255870,66924304,94.5,96.1,94.2,97.17706
11680600,9.917336934,10.139741,45025997,40659295,49210076,49714977.28,91.3,100,100,99.21554
11680610,9.614070055,8.604513,55891642,42853404,53626165,44803803.71,98,100,95.7,97.68728
11680630,10.79387045,8.24091,70854879,65255135,62714421,63909762.48,93.9,91.8,98.4,97.325325
11680640,11.31231216,1.8215895,82172086,66624506,75839843,72305526.84,96.9,97.5,95.3,90.93514
11680650,11.63389773,8.627506,80665610,78340835,79132273,77513357.52,94.6,100,94.4,97.71017
11680655,10.50076459,9.844923,70970328,58673309,61823820,59163138.92,96.4,100,88.5,98.92206
11680656,8.917839311,9.625796,52267047,38399238,34718995,33528882.98,95.8,100,100,98.703926
11680660,10.80760118,11.113047,0,0,42212118,64132121.14,100,100,100,100.184425
11680670,9.830271034,10.249032,31478843,22336448,27168028,48305012.08,91.7,90.9,90,99.32433
11680690,9.711959588,9.966347,47358255,33291550,48950366,46389049.31,96.6,96.9,100,99.04293
11680700,8.812077795,10.383179,50424661,23094627,28306253,31816156.67,100,90.9,100,99.45787
11680720,16.19909609,10.519011,320000000,250000000,186000000,151443229.2,100,90,100,99.59309
11680730,10.03724777,10.651156,98481903,62769486,86462159,51656840.88,91.7,91.7,100,99.72463
11680740,9.986187058,10.677429,77839841,62103062,43140898,50829952.02,100,100,100,99.750786
11680750,11.79896195,10.071951,116000000,97188214,86926004,80186445.45,100,100,100,99.148056
11680,0,0,73582825.59,61730656.26,65021415.82,62533963.48,96.26377397,96.71844262,95.5743428,98.05781
11710510,9.870184824,11.048544,51980027,56826598,50751348,48951385.16,100,100,87.5,100.12022
11710520,10.4782796,10.344275,79850836,69056777,60724736,58799011.72,100,100,100,99.41914
11710531,9.192668482,10.581213,31661813,25314958,30966208,37979529.75,92.9,100,100,99.65501
11710532,9.536518638,10.726633,41565403,42475238,40935078,43547918.24,100,100,100,99.79977
11710540,9.300759099,10.450455,47899515,34498090,34949486,39729974.06,90.9,80,100,99.52484
11710550,9.844541362,10.683178,61346960,40603952,45013046,48536109.05,88.9,90,90.9,99.75651
11710561,9.716625059,10.101734,49691742,45251346,48958526,46464603.02,100,95.5,100,99.177704
11710562,11.49916276,9.278946,95377128,80389375,81609189,75331428.4,97.4,94.7,92.9,98.35865
11710566,9.388037303,10.401787,57351282,57436896,35959901,41143377.36,100,100,100,99.476395
11710570,8.699447673,9.212528,34235185,23423344,21827733,29992198.58,97.2,100,97.7,98.292534
11710580,10.13700352,9.903278,54375491,52780885,50722599,53272308.42,96.2,95.8,96.3,98.98015
11710590,9.208274379,10.54861,36501706,36294310,31916542,38232255.24,91.7,100,100,99.62255
11710600,9.769790781,8.978977,46560369,43040427,44254302,47325580.95,95.7,100,97.8,98.06004
11710610,10.19840262,9.506864,55322866,52432216,52684802,54266619.6,97.2,97.2,97.3,98.58553
11710620,10.44632579,9.317581,64876164,53983828,55154976,58281544.44,97.7,95.3,95.1,98.39711
11710631,11.54409395,10.350583,274000000,184000000,138000000,76059054.44,100,100,100,99.42542
11710632,9.78544878,9.940948,50846676,49211057,46345556,47579150.19,100,100,95,99.01765
11710641,11.25450883,10.468259,62381164,75540988,84171931,71369446.35,95,93.3,84.6,99.542564
11710642,10.18919438,7.779357,55685046,37666415,50628421,54117499.2,94.2,95.3,100,96.86587
11710646,8.898870328,10.002146,32461182,27723276,30816677,33221694.9,91.7,96,85,99.07857
11710647,8.531752628,10.445649,37598937,14681029,11478377,27276506.46,87.5,92.9,86.7,99.52006
11710650,10.90200222,8.598114,73602864,56952574,67297312,65660873.36,95.2,90.9,92.7,97.68091
11710670,11.58027589,10.08239,116000000,111000000,64293564,76644993.08,100,100,100,99.15845
11710680,9.744996935,10.112403,23547860,20792533,68742781,46924063.71,100,100,100,99.188324
11710690,9.556787057,10.79092,82171476,47024290,28155010,43876149.68,100,66.7,100,99.86376
11710710,9.33031455,9.828108,57383964,55584780,34620199,40208601.83,100,100,91.7,98.90532
11710720,9.660628492,11.01073,203000000,80829767,0,45557781.74,100,100,100,100.08257
11710,0,0,60325422.94,50871009.97,51191944.59,59395628.04,96.44195046,96.29405145,96.12220497,99.09465
11740515,8.110990738,10.058386,39822235,12591717,12238116,20462591.68,91.3,95.2,91.3,99.13455
11740520,11.0164082,11.0888195,39206665,44173407,30790351,67513590.02,90.9,100,100,100.16031
11740530,11.2538459,10.09345,62627353,57476246,81473046,71358710.82,100,94.4,100,99.16946
11740540,9.154266335,10.402937,35802597,29002557,27915027,37357636.56,100,94.4,100,99.47754
11740550,10.03563618,10.720295,38497159,43661778,44457299,51630742.48,100,100,100,99.79346
11740560,9.021651329,10.978019,58020890,41491029,23933742,35210038.67,100,100,100,100.05001
11740570,9.601953506,9.530332,49705019,40598638,45042372,44607585.54,100,96.9,100,98.608894
11740580,9.483683535,10.738536,45905884,43316667,41761763,42692294.43,90,100,90.9,99.811615
11740590,10.96887699,10.883971,101000000,75578443,74244264,66743858.69,100,100,100,99.95639
11740600,9.139987851,10.121171,40378473,36530692,31019632,37126407.5,100,100,96,99.19705
11740610,9.79939701,9.004139,52537860,44631042,44942307,47805031.04,92.2,93.7,98,98.08509
11740620,9.678363863,10.15441,51282602,33548246,42010396,45844992.42,96.7,96.6,100,99.23014
11740640,9.317888196,10.068518,42181131,32657224,42903500,40007366.59,88.5,91.3,81,99.14464
11740650,10.58836362,9.773738,75887299,62775537,62013040,60581737.7,88,96.2,100,98.8512
11740660,10.19312156,9.687148,53451279,50129366,48987217,54181096.96,97.1,90.3,90.3,98.765
11740685,9.941756017,8.386506,50669299,43496128,52442468,50110425.52,100,95.2,94.8,97.47026
11740690,8.059389713,11.020816,0,0,0,19626952.82,100,100,100,100.09261
11740700,9.664378007,10.511592,50568142,44515671,47691830,45618502.26,100,95.5,95,99.5857
11740,0,0,50700242.44,41943245.11,44230200.88,56790770.52,96.16906475,95.49172932,95.99122807,99.25466
11,0,0,65415602.42,53015248.11,51598172.78,56943684.98,96.35765906,96.40448668,96.92384719,99.0764
